person_id,age,gender,income,member_days,offer_received,offer_viewed,offer_completed,viewed_received,completed_viewed,total_trans,total_amount,total_reward,total_profit,prop_reward,total_mean_amount,np_trans,np_amount,np_mean_amount,prop_np_trans,prop_np_amount
p_12158,32.0,M,60000.0,-61,6.0,6.0,1.0,1.0,0.0,5.0,14.95,0.0,14.95,0.0,2.9899999999999998,2,9.8,4.9,0.4,0.6555183946488295
p_12159,58.0,M,65000.0,-885,5.0,5.0,3.0,1.0,3.0,19.0,67.32000000000001,8.0,59.32000000000001,0.11883541295306,3.5431578947368423,4,19.95,4.9875,0.21052631578947367,0.2963458110516934
p_1216,,,,-303,4.0,2.0,0.0,0.5,0.0,3.0,5.069999999999999,0.0,5.069999999999999,0.0,1.6899999999999997,2,3.62,1.81,0.6666666666666666,0.7140039447731756
p_12160,23.0,F,34000.0,-388,6.0,4.0,3.0,0.6666666666666666,2.0,17.0,129.39999999999998,16.0,113.39999999999998,0.12364760432766617,7.611764705882352,9,67.73,7.525555555555556,0.5294117647058824,0.5234157650695519
p_12161,59.0,F,115000.0,-88,6.0,6.0,6.0,1.0,6.0,6.0,183.49,19.0,164.49,0.10354787726851598,30.581666666666667,3,108.44,36.14666666666667,0.5,0.5909858847893618
p_12162,53.0,M,68000.0,-1300,5.0,2.0,2.0,0.4,0.0,14.0,54.3,7.0,47.3,0.1289134438305709,3.8785714285714286,6,31.32,5.22,0.42857142857142855,0.5767955801104973
p_12163,,,,-510,3.0,1.0,1.0,0.3333333333333333,1.0,10.0,20.860000000000003,2.0,18.860000000000003,0.09587727708533077,2.0860000000000003,5,10.67,2.134,0.5,0.5115052732502396
p_12164,62.0,M,72000.0,-900,3.0,3.0,2.0,1.0,2.0,10.0,193.14999999999998,4.0,189.14999999999998,0.020709293295366298,19.314999999999998,7,140.12,20.017142857142858,0.7,0.7254465441366814
p_12165,62.0,F,77000.0,-180,5.0,4.0,2.0,0.8,2.0,3.0,85.94,4.0,81.94,0.046544100535257156,28.646666666666665,1,19.3,19.3,0.3333333333333333,0.2245752850826158
p_12166,43.0,F,60000.0,-71,5.0,5.0,5.0,1.0,4.0,9.0,128.3,37.0,91.30000000000001,0.2883865939204988,14.255555555555556,3,51.400000000000006,17.133333333333336,0.3333333333333333,0.4006235385814497
p_12167,27.0,M,62000.0,-382,5.0,4.0,4.0,0.8,3.0,16.0,296.78999999999996,20.0,276.78999999999996,0.06738771521951549,18.549374999999998,12,217.14,18.095,0.75,0.7316284241382797
p_12168,67.0,F,96000.0,-694,4.0,4.0,3.0,1.0,3.0,10.0,244.15000000000003,10.0,234.15000000000003,0.040958427196395655,24.415000000000003,6,150.21000000000004,25.035000000000007,0.6,0.6152365349170592
p_12169,49.0,M,67000.0,-227,4.0,3.0,1.0,0.75,1.0,5.0,90.76,5.0,85.76,0.05509034817100044,18.152,2,3.75,1.875,0.4,0.04131776112825033
p_1217,55.0,M,71000.0,-529,6.0,3.0,4.0,0.5,3.0,6.0,124.43,20.0,104.43,0.16073294221650727,20.738333333333333,4,82.35000000000001,20.587500000000002,0.6666666666666666,0.6618178895764687
p_12170,51.0,M,79000.0,-1412,5.0,4.0,4.0,0.8,3.0,6.0,115.35000000000001,14.0,101.35000000000001,0.1213697442566103,19.225,4,79.86000000000001,19.965000000000003,0.6666666666666666,0.6923276983094929
p_12171,50.0,M,62000.0,-950,5.0,3.0,5.0,0.6,2.0,17.0,259.79999999999995,20.0,239.79999999999995,0.07698229407236337,15.282352941176468,12,197.05999999999995,16.421666666666663,0.7058823529411765,0.758506543494996
p_12172,60.0,M,31000.0,-196,5.0,1.0,1.0,0.2,0.0,7.0,67.2,5.0,62.2,0.0744047619047619,9.6,3,59.53,19.843333333333334,0.42857142857142855,0.8858630952380953
p_12173,37.0,F,83000.0,-511,6.0,6.0,4.0,1.0,4.0,8.0,221.05,20.0,201.05,0.09047726758651889,27.63125,2,60.89,30.445,0.25,0.2754580411671567
p_12174,38.0,M,40000.0,-364,4.0,4.0,4.0,1.0,3.0,14.0,137.39000000000001,20.0,117.39000000000001,0.14557100225635053,9.81357142857143,9,92.74,10.304444444444444,0.6428571428571429,0.6750127374626973
p_12175,28.0,F,64000.0,-248,5.0,3.0,2.0,0.6,1.0,19.0,80.15,4.0,76.15,0.04990642545227698,4.218421052631579,11,50.60000000000001,4.6000000000000005,0.5789473684210527,0.6313162819713038
p_12176,64.0,M,108000.0,-416,5.0,4.0,4.0,0.8,2.0,6.0,157.73,10.0,147.73,0.06339948012426298,26.28833333333333,2,56.879999999999995,28.439999999999998,0.3333333333333333,0.36061624294680783
p_12177,,,,-284,3.0,2.0,0.0,0.6666666666666666,0.0,4.0,8.92,0.0,8.92,0.0,2.23,2,1.73,0.865,0.5,0.19394618834080718
p_12178,,,,-593,5.0,3.0,3.0,0.6,2.0,18.0,35.339999999999996,9.0,26.339999999999996,0.2546689303904924,1.9633333333333332,5,7.880000000000001,1.576,0.2777777777777778,0.2229767968307867
p_12179,37.0,M,49000.0,-1240,5.0,2.0,2.0,0.4,1.0,22.0,59.330000000000005,5.0,54.330000000000005,0.08427439743805831,2.6968181818181822,13,33.17,2.5515384615384615,0.5909090909090909,0.5590763526040788
p_1218,44.0,M,55000.0,-995,6.0,5.0,4.0,0.8333333333333334,4.0,10.0,118.26999999999998,19.0,99.26999999999998,0.1606493616301683,11.826999999999998,4,52.39,13.0975,0.4,0.4429694766212903
p_12180,,,,-582,5.0,1.0,0.0,0.2,0.0,2.0,0.7,0.0,0.7,0.0,0.35,1,0.21,0.21,0.5,0.3
p_12181,25.0,F,68000.0,-60,5.0,4.0,4.0,0.8,2.0,9.0,168.35999999999999,18.0,150.35999999999999,0.10691375623663579,18.706666666666663,6,107.55000000000001,17.925,0.6666666666666666,0.6388096935138989
p_12182,66.0,F,96000.0,-171,5.0,3.0,2.0,0.6,0.0,4.0,109.27000000000001,4.0,105.27000000000001,0.03660657087947286,27.317500000000003,4,109.27000000000001,27.317500000000003,1.0,1.0
p_12183,74.0,F,112000.0,-712,5.0,2.0,2.0,0.4,1.0,3.0,95.61,13.0,82.61,0.13596904089530384,31.87,2,65.11,32.555,0.6666666666666666,0.6809957117456333
p_12184,32.0,F,45000.0,-32,5.0,2.0,1.0,0.4,0.0,4.0,14.96,5.0,9.96,0.3342245989304813,3.74,2,9.41,4.705,0.5,0.6290106951871658
p_12185,57.0,F,56000.0,-967,5.0,5.0,3.0,1.0,2.0,16.0,237.22,22.0,215.22,0.0927409156057668,14.82625,9,134.27,14.91888888888889,0.5625,0.5660146699266504
p_12186,92.0,M,53000.0,-686,5.0,5.0,4.0,1.0,3.0,23.0,168.88999999999996,12.0,156.88999999999996,0.07105216413049915,7.343043478260868,11,130.35000000000002,11.850000000000001,0.4782608695652174,0.7718041328675472
p_12187,24.0,M,57000.0,-643,4.0,3.0,2.0,0.75,2.0,13.0,50.83,8.0,42.83,0.1573873696635845,3.9099999999999997,7,24.04,3.434285714285714,0.5384615384615384,0.47294904583907144
p_12188,55.0,M,100000.0,-974,4.0,4.0,4.0,1.0,2.0,10.0,259.80000000000007,25.0,234.80000000000007,0.09622786759045417,25.980000000000008,5,144.4,28.880000000000003,0.5,0.5558121632024633
p_12189,56.0,M,66000.0,-1414,4.0,4.0,3.0,1.0,2.0,5.0,84.21000000000001,9.0,75.21000000000001,0.10687566797292482,16.842000000000002,1,14.07,14.07,0.2,0.16708229426433913
p_1219,,,,-973,5.0,3.0,1.0,0.6,0.0,13.0,28.82,5.0,23.82,0.1734906315058987,2.2169230769230768,4,4.63,1.1575,0.3076923076923077,0.16065232477446217
p_12190,64.0,F,70000.0,-631,5.0,2.0,4.0,0.4,2.0,10.0,204.85,22.0,182.85,0.10739565535757872,20.485,8,163.88,20.485,0.8,0.8
p_12191,,,,-1140,3.0,3.0,0.0,1.0,0.0,10.0,15.82,0.0,15.82,0.0,1.582,4,7.03,1.7575,0.4,0.4443742098609355
p_12192,58.0,F,51000.0,-879,6.0,6.0,4.0,1.0,4.0,14.0,185.94,23.0,162.94,0.12369581585457674,13.281428571428572,5,58.46,11.692,0.35714285714285715,0.3144024954286329
p_12193,,,,-93,5.0,5.0,0.0,1.0,0.0,3.0,3.83,0.0,3.83,0.0,1.2766666666666666,0,0.0,0.0,0.0,0.0
p_12194,73.0,M,36000.0,-25,6.0,4.0,4.0,0.6666666666666666,3.0,9.0,92.78,23.0,69.78,0.2478982539340375,10.30888888888889,5,50.23,10.046,0.5555555555555556,0.5413882302220305
p_12195,78.0,M,94000.0,-805,6.0,3.0,3.0,0.5,2.0,6.0,132.81,25.0,107.81,0.18823883743693998,22.135,4,83.96,20.99,0.6666666666666666,0.6321813116482192
p_12196,39.0,M,48000.0,-194,5.0,4.0,2.0,0.8,1.0,5.0,23.68,5.0,18.68,0.21114864864864866,4.736,1,8.94,8.94,0.2,0.37753378378378377
p_12197,67.0,M,55000.0,-991,6.0,6.0,4.0,1.0,4.0,7.0,97.07,24.0,73.07,0.24724425672195324,13.867142857142856,2,24.5,12.25,0.2857142857142857,0.25239517873699396
p_12198,67.0,O,99000.0,-381,6.0,6.0,3.0,1.0,2.0,12.0,337.84,17.0,320.84,0.0503196779540611,28.153333333333332,1,21.73,21.73,0.08333333333333333,0.06432038834951456
p_12199,21.0,M,58000.0,-154,5.0,5.0,2.0,1.0,1.0,5.0,18.43,15.0,3.4299999999999997,0.8138903960933261,3.686,0,0.0,0.0,0.0,0.0
p_122,,,,-1092,5.0,5.0,0.0,1.0,0.0,10.0,22.92,0.0,22.92,0.0,2.2920000000000003,2,7.88,3.94,0.2,0.343804537521815
p_1220,,,,-462,5.0,3.0,0.0,0.6,0.0,3.0,11.3,0.0,11.3,0.0,3.766666666666667,1,8.21,8.21,0.3333333333333333,0.7265486725663717
p_12200,20.0,M,52000.0,-33,5.0,3.0,0.0,0.6,0.0,5.0,11.01,0.0,11.01,0.0,2.202,2,3.06,1.53,0.4,0.2779291553133515
p_12201,54.0,M,81000.0,-14,3.0,3.0,0.0,1.0,0.0,2.0,34.85,0.0,34.85,0.0,17.425,2,34.85,17.425,1.0,1.0
p_12202,61.0,M,96000.0,-738,3.0,3.0,3.0,1.0,2.0,3.0,780.3499999999999,20.0,760.3499999999999,0.025629525213045432,260.1166666666666,0,0.0,0.0,0.0,0.0
p_12203,63.0,M,88000.0,-205,5.0,1.0,3.0,0.2,0.0,6.0,160.04,15.0,145.04,0.09372656835791053,26.673333333333332,5,132.56,26.512,0.8333333333333334,0.828292926768308
p_12204,45.0,M,41000.0,-328,4.0,3.0,0.0,0.75,0.0,5.0,22.130000000000003,0.0,22.130000000000003,0.0,4.426,4,18.84,4.71,0.8,0.8513330320831449
p_12205,50.0,F,60000.0,-330,5.0,5.0,2.0,1.0,2.0,4.0,50.510000000000005,6.0,44.510000000000005,0.11878835874084338,12.627500000000001,1,23.71,23.71,0.25,0.4694119976242328
p_12206,,,,-850,6.0,4.0,2.0,0.6666666666666666,2.0,7.0,24.83,4.0,20.83,0.16109544905356424,3.5471428571428567,1,5.12,5.12,0.14285714285714285,0.20620217478856223
p_12207,42.0,M,30000.0,-11,6.0,4.0,1.0,0.6666666666666666,1.0,6.0,23.219999999999995,2.0,21.219999999999995,0.08613264427217918,3.869999999999999,1,2.21,2.21,0.16666666666666666,0.09517657192075799
p_12208,64.0,F,33000.0,-32,5.0,2.0,0.0,0.4,0.0,6.0,16.380000000000003,0.0,16.380000000000003,0.0,2.7300000000000004,5,10.9,2.18,0.8333333333333334,0.6654456654456654
p_12209,19.0,M,31000.0,-446,4.0,3.0,1.0,0.75,1.0,11.0,330.56000000000006,2.0,328.56000000000006,0.0060503388189738615,30.050909090909098,7,66.21,9.458571428571428,0.6363636363636364,0.20029646660212966
p_1221,70.0,M,60000.0,-959,3.0,3.0,3.0,1.0,3.0,9.0,110.52000000000001,17.0,93.52000000000001,0.15381831342743393,12.280000000000001,6,73.99,12.331666666666665,0.6666666666666666,0.6694715888526962
p_12210,48.0,F,60000.0,-481,5.0,5.0,4.0,1.0,4.0,12.0,200.75,17.0,183.75,0.08468244084682441,16.729166666666668,8,141.18,17.6475,0.6666666666666666,0.7032627646326277
p_12211,56.0,O,72000.0,-148,4.0,4.0,2.0,1.0,2.0,7.0,104.57,20.0,84.57,0.1912594434350196,14.938571428571427,4,56.3,14.075,0.5714285714285714,0.5383953332695802
p_12212,36.0,M,51000.0,-1808,3.0,2.0,0.0,0.6666666666666666,0.0,3.0,4.65,0.0,4.65,0.0,1.55,1,0.23,0.23,0.3333333333333333,0.04946236559139785
p_12213,,,,-784,4.0,4.0,0.0,1.0,0.0,9.0,10.409999999999998,0.0,10.409999999999998,0.0,1.1566666666666665,1,2.53,2.53,0.1111111111111111,0.24303554274735834
p_12214,,,,-328,3.0,3.0,0.0,1.0,0.0,4.0,9.84,0.0,9.84,0.0,2.46,3,7.97,2.6566666666666667,0.75,0.8099593495934959
p_12215,20.0,F,46000.0,-288,5.0,4.0,3.0,0.8,2.0,6.0,58.52,12.0,46.52,0.20505809979494188,9.753333333333334,4,32.99,8.2475,0.6666666666666666,0.5637388926862611
p_12216,41.0,F,53000.0,-231,5.0,4.0,3.0,0.8,2.0,6.0,77.19000000000001,13.0,64.19000000000001,0.16841559787537244,12.865000000000002,4,47.790000000000006,11.947500000000002,0.6666666666666666,0.61912164788185
p_12217,,,,-258,5.0,3.0,1.0,0.6,1.0,7.0,11.069999999999999,3.0,8.069999999999999,0.2710027100271003,1.5814285714285712,2,2.79,1.395,0.2857142857142857,0.2520325203252033
p_12218,56.0,M,106000.0,-796,4.0,3.0,3.0,0.75,2.0,8.0,212.0,30.0,182.0,0.14150943396226415,26.5,5,140.59,28.118000000000002,0.625,0.6631603773584905
p_12219,57.0,M,66000.0,-1626,4.0,3.0,3.0,0.75,3.0,20.0,77.53000000000002,8.0,69.53000000000002,0.10318586353669545,3.876500000000001,10,40.79,4.079,0.5,0.5261189217077259
p_1222,62.0,M,31000.0,-114,3.0,2.0,1.0,0.6666666666666666,1.0,6.0,18.270000000000003,3.0,15.270000000000003,0.16420361247947451,3.0450000000000004,1,2.28,2.28,0.16666666666666666,0.12479474548440063
p_12220,55.0,M,60000.0,-437,4.0,3.0,1.0,0.75,1.0,16.0,53.330000000000005,3.0,50.330000000000005,0.05625351584474029,3.3331250000000003,12,30.78,2.565,0.75,0.5771610725670354
p_12221,63.0,F,97000.0,-767,6.0,3.0,4.0,0.5,1.0,6.0,158.19,14.0,144.19,0.08850116947973956,26.365,2,57.19,28.595,0.3333333333333333,0.36152727732473605
p_12222,90.0,F,104000.0,-650,6.0,3.0,2.0,0.5,2.0,2.0,45.8,12.0,33.8,0.26200873362445415,22.9,0,0.0,0.0,0.0,0.0
p_12223,19.0,M,39000.0,-271,4.0,4.0,2.0,1.0,1.0,5.0,15.52,8.0,7.52,0.5154639175257733,3.104,1,6.71,6.71,0.2,0.4323453608247423
p_12224,68.0,M,54000.0,-1323,5.0,5.0,2.0,1.0,2.0,29.0,78.92,7.0,71.92,0.08869741510390268,2.721379310344828,11,29.84,2.712727272727273,0.3793103448275862,0.3781044095286366
p_12225,52.0,M,70000.0,-15,4.0,4.0,4.0,1.0,2.0,8.0,139.24,22.0,117.24000000000001,0.1580005745475438,17.405,4,60.49,15.1225,0.5,0.4344297615627693
p_12226,76.0,M,62000.0,-133,5.0,4.0,1.0,0.8,0.0,6.0,26.720000000000002,3.0,23.720000000000002,0.11227544910179639,4.453333333333334,2,9.77,4.885,0.3333333333333333,0.36564371257485023
p_12227,64.0,F,100000.0,-118,2.0,2.0,2.0,1.0,2.0,2.0,41.5,15.0,26.5,0.3614457831325301,20.75,0,0.0,0.0,0.0,0.0
p_12228,59.0,M,40000.0,-152,5.0,2.0,0.0,0.4,0.0,5.0,8.41,0.0,8.41,0.0,1.682,2,3.05,1.525,0.4,0.3626634958382877
p_12229,48.0,F,37000.0,-64,4.0,4.0,3.0,1.0,1.0,8.0,74.39,17.0,57.39,0.22852533942734238,9.29875,5,51.18,10.236,0.625,0.6879956983465519
p_1223,96.0,M,82000.0,-835,6.0,5.0,4.0,0.8333333333333334,3.0,9.0,220.44999999999993,22.0,198.44999999999993,0.09979587207983673,24.494444444444436,5,113.11,22.622,0.5555555555555556,0.5130868677704696
p_12230,68.0,M,55000.0,-662,6.0,6.0,6.0,1.0,5.0,10.0,181.61,22.0,159.61,0.12113870381586916,18.161,5,90.03999999999999,18.008,0.5,0.495787676890039
p_12231,,,,-61,5.0,4.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
p_12232,25.0,F,39000.0,-568,6.0,5.0,4.0,0.8333333333333334,2.0,20.0,218.82999999999998,21.0,197.82999999999998,0.09596490426358362,10.9415,8,102.97,12.87125,0.4,0.4705479139057716
p_12233,56.0,M,93000.0,-140,5.0,5.0,4.0,1.0,4.0,7.0,169.47,18.0,151.47,0.10621348911311737,24.21,3,81.43,27.143333333333334,0.42857142857142855,0.4804980232489527
p_12234,73.0,F,113000.0,-352,5.0,5.0,5.0,1.0,3.0,6.0,184.98999999999998,16.0,168.98999999999998,0.08649116168441538,30.831666666666663,3,85.32,28.439999999999998,0.5,0.461214119682145
p_12235,72.0,M,96000.0,-814,2.0,0.0,1.0,0.0,0.0,2.0,46.28,5.0,41.28,0.10803802938634399,23.14,2,46.28,23.14,1.0,1.0
p_12236,27.0,M,38000.0,-1393,3.0,2.0,0.0,0.6666666666666666,0.0,12.0,28.630000000000003,0.0,28.630000000000003,0.0,2.3858333333333337,2,2.14,1.07,0.16666666666666666,0.07474676912329724
p_12237,27.0,M,37000.0,-182,6.0,6.0,4.0,1.0,4.0,20.0,168.65,23.0,145.65,0.1363771123628817,8.432500000000001,11,76.65,6.968181818181819,0.55,0.4544915505484732
p_12238,73.0,M,43000.0,-536,2.0,0.0,2.0,0.0,0.0,8.0,88.73,10.0,78.73,0.11270145384875464,11.09125,8,88.73,11.09125,1.0,1.0
p_12239,50.0,M,53000.0,-610,3.0,2.0,3.0,0.6666666666666666,2.0,11.0,140.57999999999998,25.0,115.57999999999998,0.17783468487693843,12.78,9,105.76,11.751111111111111,0.8181818181818182,0.7523118509034004
p_1224,65.0,M,116000.0,-319,5.0,5.0,3.0,1.0,2.0,3.0,89.25,8.0,81.25,0.0896358543417367,29.75,1,30.54,30.54,0.3333333333333333,0.3421848739495798
p_12240,19.0,M,39000.0,-760,3.0,3.0,1.0,1.0,1.0,13.0,29.259999999999998,2.0,27.259999999999998,0.0683526999316473,2.2507692307692304,6,11.2,1.8666666666666665,0.46153846153846156,0.3827751196172249
p_12241,,,,-189,6.0,3.0,1.0,0.5,1.0,4.0,14.02,5.0,9.02,0.3566333808844508,3.505,1,1.36,1.36,0.25,0.09700427960057062
p_12242,67.0,M,52000.0,-1714,2.0,2.0,1.0,1.0,1.0,10.0,27.31,2.0,25.31,0.07323324789454412,2.731,4,7.46,1.865,0.4,0.2731600146466496
p_12243,27.0,M,41000.0,-772,4.0,3.0,2.0,0.75,2.0,15.0,164.35999999999999,12.0,152.35999999999999,0.07301046483329278,10.957333333333333,13,132.4,10.184615384615386,0.8666666666666667,0.8055487953273304
p_12244,20.0,M,55000.0,-1019,3.0,2.0,0.0,0.6666666666666666,0.0,11.0,35.31999999999999,0.0,35.31999999999999,0.0,3.2109090909090905,5,16.41,3.282,0.45454545454545453,0.4646092865232164
p_12245,34.0,M,48000.0,-147,5.0,4.0,4.0,0.8,3.0,14.0,152.48,19.0,133.48,0.1246065057712487,10.891428571428571,9,95.47,10.607777777777777,0.6428571428571429,0.6261149003147954
p_12246,54.0,M,84000.0,-334,4.0,4.0,1.0,1.0,1.0,3.0,62.76,2.0,60.76,0.03186743148502231,20.919999999999998,2,30.7,15.35,0.6666666666666666,0.4891650732950924
p_12247,44.0,M,51000.0,-210,6.0,5.0,5.0,0.8333333333333334,5.0,13.0,125.07000000000001,33.0,92.07000000000001,0.2638522427440633,9.62076923076923,6,55.449999999999996,9.241666666666665,0.46153846153846156,0.4433517230351003
p_12248,59.0,M,34000.0,-578,5.0,4.0,5.0,0.8,3.0,21.0,155.85000000000002,14.0,141.85000000000002,0.0898299647096567,7.421428571428573,15,105.34,7.022666666666667,0.7142857142857143,0.6759063201796599
p_12249,63.0,M,89000.0,-303,6.0,4.0,3.0,0.6666666666666666,2.0,4.0,87.17,17.0,70.17,0.19502122289778592,21.7925,2,39.629999999999995,19.814999999999998,0.5,0.4546288860846621
p_1225,51.0,F,85000.0,-604,5.0,3.0,3.0,0.6,2.0,6.0,133.29,12.0,121.28999999999999,0.09002925950934054,22.215,4,100.39,25.0975,0.6666666666666666,0.7531697801785581
p_12250,55.0,F,91000.0,-741,4.0,3.0,1.0,0.75,1.0,8.0,188.36,10.0,178.36,0.05308982798895731,23.545,5,108.08,21.616,0.625,0.5737948609046506
p_12251,,,,-251,4.0,3.0,0.0,0.75,0.0,5.0,3.0,0.0,3.0,0.0,0.6,3,1.1,0.3666666666666667,0.6,0.3666666666666667
p_12252,48.0,F,53000.0,-655,5.0,3.0,3.0,0.6,1.0,12.0,131.8,20.0,111.80000000000001,0.15174506828528073,10.983333333333334,6,67.85000000000001,11.308333333333335,0.5,0.5147951441578149
p_12253,28.0,M,48000.0,-880,4.0,3.0,2.0,0.75,2.0,8.0,92.53,13.0,79.53,0.1404949746028315,11.56625,6,66.68,11.113333333333335,0.75,0.7206311466551389
p_12254,36.0,F,91000.0,-236,6.0,6.0,3.0,1.0,3.0,3.0,84.45,10.0,74.45,0.11841326228537596,28.150000000000002,1,28.41,28.41,0.3333333333333333,0.3364120781527531
p_12255,46.0,M,71000.0,-283,5.0,5.0,3.0,1.0,2.0,3.0,46.05,13.0,33.05,0.28230184581976114,15.35,2,24.759999999999998,12.379999999999999,0.6666666666666666,0.5376764386536373
p_12256,87.0,F,61000.0,-488,4.0,4.0,4.0,1.0,4.0,13.0,169.82999999999998,27.0,142.82999999999998,0.1589825119236884,13.063846153846153,9,109.73,12.192222222222222,0.6923076923076923,0.6461167049402344
p_12257,56.0,M,88000.0,-853,6.0,6.0,6.0,1.0,4.0,7.0,156.16000000000003,18.0,138.16000000000003,0.11526639344262293,22.308571428571433,2,31.83,15.915,0.2857142857142857,0.20382940573770486
p_12258,69.0,M,58000.0,-240,4.0,3.0,2.0,0.75,2.0,10.0,29.04,8.0,21.04,0.27548209366391185,2.904,4,9.41,2.3525,0.4,0.32403581267217635
p_12259,47.0,F,57000.0,-1038,4.0,4.0,3.0,1.0,3.0,11.0,144.37,7.0,137.37,0.04848652767195401,13.124545454545455,7,82.48,11.782857142857143,0.6363636363636364,0.5713098289118238
p_1226,44.0,F,63000.0,-293,6.0,5.0,5.0,0.8333333333333334,3.0,20.0,365.42999999999995,30.0,335.42999999999995,0.08209506608652821,18.271499999999996,12,224.43999999999997,18.70333333333333,0.6,0.6141805544153464
p_12260,54.0,F,110000.0,-819,3.0,2.0,2.0,0.6666666666666666,1.0,4.0,87.60000000000001,15.0,72.60000000000001,0.17123287671232876,21.900000000000002,3,75.44,25.146666666666665,0.75,0.8611872146118721
p_12261,56.0,F,68000.0,-87,4.0,4.0,4.0,1.0,3.0,3.0,58.3,20.0,38.3,0.3430531732418525,19.433333333333334,2,38.27,19.135,0.6666666666666666,0.6564322469982848
p_12262,20.0,M,31000.0,-156,5.0,3.0,0.0,0.6,0.0,4.0,9.41,0.0,9.41,0.0,2.3525,2,3.4699999999999998,1.7349999999999999,0.5,0.3687566418703507
p_12263,49.0,O,64000.0,-1203,4.0,3.0,3.0,0.75,3.0,7.0,110.34,17.0,93.34,0.15406924052927315,15.762857142857143,5,81.8,16.36,0.7142857142857143,0.7413449338408555
p_12264,89.0,F,107000.0,-311,6.0,5.0,6.0,0.8333333333333334,3.0,7.0,184.49,47.0,137.49,0.254756355358014,26.35571428571429,3,69.67,23.223333333333333,0.42857142857142855,0.37763564420835816
p_12265,74.0,F,66000.0,-501,6.0,6.0,4.0,1.0,3.0,16.0,281.58,22.0,259.58,0.07813054904467648,17.59875,12,207.04,17.253333333333334,0.75,0.7352794942822644
p_12266,54.0,M,63000.0,-314,2.0,1.0,0.0,0.5,0.0,4.0,10.15,0.0,10.15,0.0,2.5375,3,6.44,2.146666666666667,0.75,0.6344827586206897
p_12267,,,,-178,5.0,5.0,0.0,1.0,0.0,5.0,12.219999999999999,0.0,12.219999999999999,0.0,2.444,4,7.93,1.9825,0.8,0.648936170212766
p_12268,78.0,F,57000.0,-860,3.0,3.0,3.0,1.0,1.0,17.0,262.44000000000005,12.0,250.44000000000005,0.045724737082761764,15.437647058823533,10,159.5,15.95,0.5882352941176471,0.6077579637250418
p_12269,,,,-253,6.0,5.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
p_1227,39.0,F,31000.0,-944,4.0,2.0,1.0,0.5,1.0,15.0,89.71,10.0,79.71,0.11147029316687104,5.980666666666666,11,57.11,5.191818181818181,0.7333333333333333,0.6366068442760004
p_12270,55.0,F,75000.0,-151,5.0,5.0,3.0,1.0,2.0,2.0,28.75,14.0,14.75,0.48695652173913045,14.375,0,0.0,0.0,0.0,0.0
p_12271,45.0,M,94000.0,-1508,5.0,4.0,5.0,0.8,2.0,11.0,246.06,17.0,229.06,0.06908884012029587,22.36909090909091,5,91.14,18.228,0.45454545454545453,0.37039746403316265
p_12272,27.0,M,60000.0,-107,6.0,5.0,5.0,0.8333333333333334,2.0,13.0,200.17000000000002,21.0,179.17000000000002,0.10491082579807164,15.397692307692308,6,108.36999999999999,18.061666666666664,0.46153846153846156,0.5413898186541439
p_12273,19.0,M,61000.0,-1498,3.0,1.0,2.0,0.3333333333333333,1.0,7.0,80.63000000000001,7.0,73.63000000000001,0.08681632146843606,11.51857142857143,6,25.83,4.305,0.8571428571428571,0.32035222621852905
p_12274,,,,-272,2.0,2.0,0.0,1.0,0.0,1.0,0.41,0.0,0.41,0.0,0.41,0,0.0,0.0,0.0,0.0
p_12275,63.0,F,103000.0,-776,4.0,4.0,3.0,1.0,1.0,7.0,196.65000000000003,22.0,174.65000000000003,0.11187388761759469,28.09285714285715,3,83.72,27.906666666666666,0.42857142857142855,0.4257309941520467
p_12276,55.0,M,99000.0,-292,6.0,5.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
p_12277,59.0,M,64000.0,-909,6.0,4.0,3.0,0.6666666666666666,1.0,7.0,97.05000000000001,10.0,87.05000000000001,0.10303967027305512,13.864285714285716,2,26.4,13.2,0.2857142857142857,0.2720247295208655
p_12278,26.0,M,42000.0,-1610,3.0,3.0,0.0,1.0,0.0,10.0,14.27,0.0,14.27,0.0,1.427,4,5.63,1.4075,0.4,0.3945339873861247
p_12279,70.0,F,97000.0,-88,3.0,1.0,1.0,0.3333333333333333,0.0,2.0,45.239999999999995,0.0,45.239999999999995,0.0,22.619999999999997,2,45.239999999999995,22.619999999999997,1.0,1.0
p_1228,40.0,F,41000.0,-758,4.0,3.0,3.0,0.75,1.0,13.0,113.5,15.0,98.5,0.13215859030837004,8.73076923076923,5,50.31,10.062000000000001,0.38461538461538464,0.44325991189427316
p_12280,44.0,M,41000.0,-195,6.0,3.0,1.0,0.5,0.0,3.0,10.870000000000001,3.0,7.870000000000001,0.27598896044158233,3.6233333333333335,2,7.01,3.505,0.6666666666666666,0.6448942042318306
p_12281,61.0,F,86000.0,-410,3.0,2.0,3.0,0.6666666666666666,1.0,13.0,292.17,15.0,277.17,0.05133997330321388,22.474615384615387,10,221.28,22.128,0.7692307692307693,0.7573672861690112
